Measure:mean	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior
sub-0162	26.8364	36.94	85.1499	57.7547	81.7611	68.1133	73.1277	91.6357	36.5384	23.7221	82.7656	58.3561	57.4316	39.4889	63.3669	87.4312	56.4062	53.2397	28.4128	23.1823	85.1935	56.0325	81.0569	67.1427	72.383	90.8803	56.4664	56.8391	64.1353	87.7031	55.5	53.9177	0.0	67.7671	0.0	0.0	0.0	0.0	0.0	73.8222	99.0728	94.6809	94.569	99.1047	104.7136
sub-0163	24.2019	38.8476	83.5798	55.1446	83.319	70.6172	77.0624	93.2262	28.9819	18.6006	82.4205	59.8606	58.2461	35.4576	65.1426	87.9769	51.2857	49.0974	24.497	36.7376	82.5992	53.058	82.8893	70.7725	77.2567	94.1028	60.3464	58.8113	66.5404	87.8538	51.9231	47.8394	0.0	66.9569	0.0	0.0	0.0	0.0	0.0	70.3467	101.5566	94.4741	95.0282	95.5534	103.6011
sub-0164	25.6521	39.4006	85.2003	57.9697	84.4968	72.29	79.3059	95.9889	30.7154	23.0506	84.2741	60.394	58.6955	37.0976	66.6015	88.8611	56.8	52.8662	25.3519	36.2376	85.6279	57.4007	82.5117	71.9557	78.7733	96.7583	59.9627	60.0587	68.1808	87.7537	47.0909	49.3696	0.0	67.3401	0.0	0.0	0.0	0.0	0.0	74.5122	103.5621	99.5113	96.846	98.449	108.2995
sub-0165	17.6532	35.756	84.774	57.1838	79.3815	70.3529	80.1427	95.0605	27.1959	20.1888	82.5509	59.4137	58.4242	36.8354	66.6007	87.3604	55.4286	47.9779	22.1196	32.4772	83.2271	56.1532	79.411	72.1962	79.7688	95.2285	56.8809	57.3067	68.821	86.8399	54.7273	48.7038	0.0	66.4565	0.0	0.0	0.0	0.0	0.0	72.2661	101.6563	89.6842	91.8378	95.6323	99.655
sub-0166	29.567	32.3297	85.2571	59.4167	85.482	69.0406	77.0753	95.3105	31.3048	28.125	84.1726	62.0551	58.5345	40.0466	66.1036	89.4091	54.7333	48.3753	29.8723	32.6725	85.2845	57.7005	83.8477	70.2942	76.155	93.2899	58.14	56.6794	68.3181	87.3241	54.3333	52.4027	0.0	68.4355	0.0	0.0	0.0	0.0	0.0	72.0239	103.0534	95.0304	92.7099	96.3785	102.4303
sub-0167	18.9823	29.7813	86.4252	53.8357	83.9915	70.0508	75.197	91.5562	26.1944	19.5685	83.4667	58.3128	57.1204	30.8998	64.1424	87.9114	57.6	43.1946	18.011	27.2187	86.728	52.6889	81.8157	69.5799	74.3121	91.4866	56.1733	57.131	66.4258	87.1372	48.8276	43.4203	0.0	63.0091	0.0	0.0	0.0	0.0	0.0	71.8352	100.4255	90.6268	92.4849	97.6593	99.8489
sub-0168	25.3033	45.9846	86.6549	58.4118	84.8561	72.0477	77.8199	96.0298	35.0791	22.8816	84.5261	62.8008	60.8512	40.2408	64.7761	87.5767	52.7838	50.3715	24.6403	28.4317	85.6646	57.2301	82.4652	70.2103	76.0683	93.5604	59.8312	59.3116	65.7682	86.718	55.1667	52.6775	0.0	56.8246	0.0	0.0	0.0	0.0	0.0	73.237	99.6114	94.7885	96.3583	95.5901	103.3754
sub-0169	27.4635	34.8891	86.1256	57.7741	83.6096	70.7888	74.5927	89.9691	29.6848	22.7364	83.3319	59.4861	55.4301	40.8711	62.8078	88.2114	51.0	52.0844	22.412	33.8211	85.915	55.6345	81.1376	69.6645	73.6827	89.6315	58.5181	57.6167	64.1237	86.2583	56.0	46.8735	0.0	63.353	0.0	0.0	0.0	0.0	0.0	68.189	98.8765	91.08	93.8063	97.8552	99.8969
sub-0170	27.8574	37.1775	85.416	57.7543	81.7547	69.0802	77.3534	92.62	30.8621	22.0708	82.0671	58.8433	57.7238	38.0855	66.0715	84.894	51.9545	49.5023	25.6882	38.9336	85.1004	55.5534	81.7016	71.1919	76.3931	91.1938	58.7592	57.8776	67.4373	85.4029	51.25	50.4778	0.0	67.9903	0.0	0.0	0.0	0.0	0.0	75.8319	103.778	94.3687	94.058	95.7843	106.5824
sub-0171	24.9	36.7483	85.2497	54.8999	79.7134	67.7287	71.8455	91.4015	36.9112	21.9953	82.0706	57.0481	54.7047	34.0976	60.8054	88.1771	50.4783	51.6829	23.6242	28.1453	83.1939	51.2397	79.1682	66.7789	70.4212	90.2944	55.7781	54.5436	63.2665	86.0841	45.4118	47.7032	0.0	67.4833	0.0	0.0	0.0	0.0	0.0	70.7651	102.7005	95.8542	95.0399	98.5646	100.112
sub-0172	23.9715	41.7654	84.2928	53.9778	81.7167	69.3961	73.927	91.75	35.659	20.5763	81.926	56.698	57.3576	34.9846	63.0967	85.9152	46.64	50.0337	25.9277	37.052	85.3713	53.749	81.1291	69.4722	74.0312	92.3594	57.1522	57.2891	64.4688	86.3366	46.1875	50.799	0.0	68.2873	0.0	0.0	0.0	0.0	0.0	67.7767	103.4686	97.6343	97.6629	100.4599	104.7722
sub-0173	20.7429	44.5021	86.5919	55.2038	80.9158	67.3511	74.6635	92.3232	28.0055	20.3568	81.7649	59.6672	56.8181	35.2202	61.2382	86.1913	50.8846	48.0573	19.923	33.9433	84.0895	52.3354	77.6105	65.9084	72.6897	89.5579	56.1677	55.4286	61.5844	84.2723	47.0455	47.8426	0.0	65.5772	0.0	0.0	0.0	0.0	0.0	68.7079	100.6862	91.8687	95.4912	99.0471	100.0976
sub-0174	29.4095	33.4916	86.3478	56.6578	83.3982	69.3957	74.3612	92.2819	29.2955	20.6046	82.8859	57.7168	56.5833	37.5288	62.4773	87.4332	57.2778	48.8413	29.1203	24.9379	85.5729	53.8064	82.3822	69.7518	74.3658	92.6507	56.5949	56.5944	64.177	87.8315	55.8333	49.7811	0.0	68.6185	0.0	0.0	0.0	0.0	0.0	70.6838	100.3524	96.4648	92.8915	95.4395	106.0896
sub-0175	24.2176	44.6959	83.5417	55.2428	83.1386	72.9216	76.9439	94.0851	30.3707	20.619	83.3453	59.6245	57.9101	40.2347	68.1372	87.521	54.7857	50.8107	27.1264	37.0505	85.6928	55.5829	83.7891	72.9968	77.3367	94.9447	59.2481	58.3348	70.8653	88.6675	54.0	53.0758	0.0	70.4133	0.0	0.0	0.0	0.0	0.0	70.287	101.7942	92.7311	97.8409	99.4143	102.4379
sub-0176	18.6023	37.7339	84.7292	56.3721	80.6214	67.6455	73.5269	90.9608	30.0212	20.3533	82.1968	58.9296	59.7344	33.1743	65.0304	87.1872	57.1818	45.9674	19.5632	35.7123	85.015	54.598	80.0127	66.9478	72.3121	90.5272	59.9386	57.72	63.7362	85.9341	53.0833	45.6012	0.0	64.2591	0.0	0.0	0.0	0.0	0.0	71.2313	101.5924	90.6166	97.0079	98.2375	99.8058
sub-0177	18.4899	33.456	85.7211	53.3293	80.372	66.0189	71.3547	92.4349	32.1194	17.8272	82.8605	54.5574	53.2332	33.3799	60.2493	87.1615	48.85	48.8899	14.9877	31.1368	84.0638	50.4298	78.8772	64.7293	70.2445	92.044	53.6875	51.7719	60.361	85.9809	47.7667	41.9606	0.0	62.2189	0.0	0.0	0.0	0.0	0.0	72.2656	102.1035	92.3696	99.5519	98.7408	104.3308
sub-0178	15.0951	34.3324	85.581	54.497	84.8511	70.0419	76.9843	96.0604	23.7213	18.7521	85.0571	59.1439	58.0787	29.963	66.1319	90.3456	55.4286	45.8981	14.2627	28.1333	85.3875	53.5814	84.1231	68.6361	75.6945	95.3902	57.4371	57.8976	67.7461	89.939	44.931	44.2418	0.0	67.1316	0.0	0.0	0.0	0.0	0.0	67.7434	105.3964	91.7193	97.8433	100.6576	102.2728
sub-0179	26.8014	41.4816	84.9428	56.8587	82.7002	70.6118	76.7915	92.6423	31.6544	20.6969	81.9581	59.2914	57.1025	37.1345	64.3854	87.1513	48.6944	51.4181	18.5213	34.5847	85.103	55.9153	81.8565	69.9558	76.3106	92.8073	58.0176	56.9042	65.1122	86.7381	52.05	44.9076	0.0	66.2397	0.0	0.0	0.0	0.0	0.0	77.2679	100.2851	89.8036	92.1552	97.9133	103.0103
sub-0180	32.4248	34.1061	84.1583	55.9261	82.4367	68.4614	73.5995	91.282	35.7637	21.1194	81.046	58.0714	55.712	39.1197	64.0881	86.2886	50.2941	52.1417	29.9972	30.1879	83.4178	53.3334	82.3283	68.0745	73.8489	92.015	57.2061	55.1114	63.9918	85.8475	55.2727	51.4727	0.0	65.6982	0.0	0.0	0.0	0.0	0.0	66.7556	100.8493	93.7574	92.3258	96.0977	107.4053
sub-0181	25.7103	35.2468	85.8476	57.6738	84.7889	71.5096	76.4327	94.827	38.3579	22.1458	84.343	60.6728	58.9181	37.7256	66.6289	88.347	53.2222	53.1461	24.8649	28.3375	84.8381	55.1897	83.6287	71.3481	77.2614	95.5294	59.0771	56.3047	66.3278	87.4421	55.2857	53.8936	0.0	66.0592	0.0	0.0	0.0	0.0	0.0	72.4646	101.0294	96.0792	96.3376	97.0414	105.0397
sub-0182	18.0676	39.4153	84.3554	56.9895	82.9583	70.3311	77.4536	95.6009	27.3705	19.3351	83.6787	60.244	58.0949	32.7376	66.1227	89.0432	42.5588	49.4993	17.2574	36.1562	84.829	55.927	82.9257	69.7034	76.5979	95.1547	59.9326	57.028	66.2841	88.7878	45.0	46.348	0.0	67.6584	0.0	0.0	0.0	0.0	0.0	67.136	101.6191	89.1615	95.3941	97.7049	101.037
sub-0183	27.2229	36.1463	85.0301	57.5399	81.5979	70.1056	75.7376	94.5169	29.5273	25.2711	82.3589	58.6942	56.0092	38.2066	65.3248	87.3959	49.4706	46.8832	22.7273	36.9776	84.9733	56.2154	81.9755	69.2747	75.8278	94.6329	60.1533	58.8775	66.1807	87.7389	52.0	47.2428	0.0	69.0431	0.0	0.0	0.0	0.0	0.0	66.2837	101.3779	95.7607	94.0644	92.3805	103.5746
sub-0184	23.0028	40.37	86.0424	57.7038	83.6784	72.1782	80.5634	95.1963	29.9722	17.3137	83.1706	59.4776	57.7404	31.8786	64.9944	89.5547	53.1081	54.4275	18.8993	37.0885	85.6605	55.9029	80.8979	71.5386	79.3912	93.9767	57.6645	56.6841	66.7945	89.4046	54.6774	50.4129	0.0	63.5547	0.0	0.0	0.0	0.0	0.0	67.6822	105.5522	94.5045	94.2705	92.9385	104.9946
sub-0185	23.377	36.4894	86.6712	60.0379	83.6341	71.7494	79.0494	97.3423	27.8364	24.4993	83.4806	60.6956	58.5313	41.6131	65.7849	89.2339	53.9857	49.2925	22.3588	33.4832	86.7232	57.395	83.8926	71.4581	76.774	96.1674	58.7389	52.785	66.9725	88.2988	49.5435	44.5597	0.0	53.7448	0.0	0.0	0.0	0.0	0.0	67.3469	102.7797	92.5288	92.8812	91.8656	102.9846
sub-0186	16.1826	28.6176	85.1221	53.8446	83.5811	68.6861	75.0715	93.2756	19.3169	19.4147	80.4009	55.5187	54.4648	29.8278	63.118	88.97	50.5417	43.7293	16.1806	22.7632	83.6695	51.7463	82.2384	67.7996	73.5812	92.8357	54.0535	54.4213	63.2332	87.6726	42.8889	42.6344	0.0	64.4508	0.0	0.0	0.0	0.0	0.0	69.4097	102.0633	89.934	96.8828	100.3119	103.1042
sub-0187	17.671	32.8765	85.2126	57.0929	82.2509	67.3205	76.5865	94.0118	32.331	21.1684	82.004	59.5947	58.7149	38.3571	64.0374	86.4563	51.0769	44.5025	18.0096	32.1378	85.4424	55.6704	81.1617	67.7599	75.836	92.1804	58.9877	57.898	65.8723	85.8109	53.2353	46.2901	0.0	67.9259	0.0	0.0	0.0	0.0	0.0	79.2453	100.7269	89.5448	95.2237	98.275	99.723
sub-0188	30.7118	42.4919	84.4928	58.796	81.6273	72.7279	78.4076	93.3133	36.5748	24.9645	80.6758	61.1015	58.952	40.3527	67.193	86.3814	57.0	52.9363	31.8677	35.0791	85.6977	57.747	80.782	73.4406	77.5015	93.0029	59.0593	57.7895	68.9803	86.1472	54.25	54.6293	0.0	68.4532	0.0	0.0	0.0	0.0	0.0	75.2231	101.5163	94.4164	94.1508	91.6305	103.5
sub-0189	24.6612	38.9239	84.6129	56.4752	83.2526	71.7534	78.7934	94.6745	33.8731	20.4239	81.5289	59.5925	56.7571	37.259	67.2052	87.7734	52.7778	50.7007	21.4716	37.4609	83.3881	53.6253	80.9187	71.0573	78.4441	95.3808	58.2235	57.3298	67.2298	86.7503	53.75	47.776	0.0	68.2461	0.0	0.0	0.0	0.0	0.0	79.0	104.7347	96.5122	97.4811	99.6979	108.1022
sub-0190	24.5953	35.4786	84.7827	54.5258	84.8982	68.2483	74.6508	96.4418	28.788	19.305	83.6885	58.2926	55.8089	35.3026	63.5568	88.7154	48.9286	52.9186	22.9534	29.8342	83.3339	51.767	84.3438	69.4298	75.4182	97.6231	55.2313	55.712	66.6111	89.9731	51.2727	51.3579	0.0	64.7262	0.0	0.0	0.0	0.0	0.0	66.2626	102.4134	96.5862	96.9822	94.6714	103.1311
sub-0191	30.0372	32.9187	83.5883	56.3243	82.7033	70.7443	75.6754	90.332	34.1686	22.8556	81.6639	58.3826	57.7006	36.1546	64.3408	86.8229	54.7586	49.3812	27.0264	30.7092	82.4224	53.8294	80.1994	70.5034	75.2058	92.3259	57.059	58.0306	65.5153	86.417	48.2381	49.4628	0.0	66.1371	0.0	0.0	0.0	0.0	0.0	69.6462	104.318	98.4143	97.2584	100.3322	101.6331
sub-0192	18.8641	28.4429	84.9019	53.5204	82.9196	70.62	76.3823	93.0445	28.7921	18.2809	82.2644	54.9125	54.4981	33.7041	65.1633	88.1411	56.6667	50.5842	20.0791	32.1418	85.6422	52.4954	83.4857	70.9761	75.9368	93.2371	56.7671	58.2098	64.8758	89.7078	56.875	47.745	0.0	69.7048	0.0	0.0	0.0	0.0	0.0	68.8777	107.7441	92.8044	98.6005	102.7815	105.4537
sub-0193	23.2814	34.4635	83.5687	53.1553	80.2997	64.6865	72.0428	92.1633	27.6452	17.0257	78.6908	56.6908	55.621	35.9834	59.9905	84.4575	48.0968	48.2635	24.0	33.8904	83.1089	51.824	80.891	64.6335	71.0805	89.9065	54.8022	54.3232	62.6878	84.2381	40.0833	50.2986	0.0	68.0862	0.0	0.0	0.0	0.0	0.0	64.4773	102.0318	94.2355	93.8174	97.5428	107.3692
sub-0194	24.3447	32.3937	84.5705	55.3197	82.9627	71.0593	75.7188	94.5742	31.6254	20.7437	80.7449	58.9615	55.9896	32.2949	64.8032	86.3996	48.3571	47.5648	21.7687	31.2344	83.7621	52.5355	81.7483	69.02	75.3275	94.7689	55.9799	57.5261	64.7747	87.0397	53.8462	46.1358	0.0	68.4959	0.0	0.0	0.0	0.0	0.0	72.303	102.2899	95.9865	95.6585	95.4921	103.2055
sub-0195	30.8229	36.7226	84.5835	56.688	81.7029	72.2636	76.1082	90.9392	40.6555	23.5572	83.2952	59.2349	56.8071	38.058	67.6155	85.7396	54.5	54.9551	31.9581	30.9683	84.0816	54.8411	81.1841	72.1923	76.5953	90.3379	58.3933	57.6623	69.5703	86.247	61.5455	52.265	0.0	67.9111	0.0	0.0	0.0	0.0	0.0	70.4078	102.7354	96.607	95.3248	97.5475	108.9179
sub-0196	18.1963	39.8157	86.1837	55.7864	77.8734	68.3014	74.0773	91.0232	25.0272	16.6434	80.072	57.1261	56.9665	31.248	62.433	84.999	54.7143	45.7882	18.3935	32.7395	85.5332	54.1294	78.4171	67.6381	72.5969	90.4496	55.7795	54.9036	63.0838	85.8307	52.3684	45.464	0.0	66.466	0.0	0.0	0.0	0.0	0.0	70.7442	100.7297	84.4815	97.7944	99.2314	101.6291
sub-0197	14.7458	26.6262	84.6499	55.4436	82.8245	67.7729	74.9016	94.82	22.6442	20.5898	83.0215	54.9172	54.0755	32.5731	61.3163	89.3896	52.027	42.4939	16.0716	31.5037	83.4742	52.404	83.7224	67.7754	73.9954	93.3207	56.4154	55.8695	62.229	89.3164	50.7619	45.7835	0.0	64.3967	0.0	0.0	0.0	0.0	0.0	62.0882	94.7682	89.1334	93.4326	96.0616	102.1949
sub-0198	22.5694	33.8644	85.623	57.1435	85.6386	72.0607	77.5073	96.1062	24.1783	22.957	83.7719	60.5552	59.2421	31.5744	66.1	89.6839	54.6538	48.3091	19.5275	31.2694	85.3293	54.7778	85.6244	72.6043	76.5665	95.1162	58.5245	59.4393	69.7507	89.9201	49.3846	46.6936	0.0	69.5288	0.0	0.0	0.0	0.0	0.0	67.3333	100.8375	88.093	92.7571	96.6285	101.4799
sub-0199	16.6144	36.9206	84.9361	56.2827	83.6065	68.168	75.0568	96.8835	28.4981	17.2902	83.4178	57.1166	56.5453	33.0772	61.9806	89.5224	47.24	45.6274	17.0356	33.7857	83.8604	53.3235	82.9128	68.267	74.3993	95.9595	55.3053	56.5548	63.5629	89.5696	46.7619	45.5483	0.0	64.8478	0.0	0.0	0.0	0.0	0.0	69.3597	100.3615	89.9769	97.5074	99.8363	101.84
sub-0200	27.7927	42.0957	82.7518	56.4238	85.9077	70.7886	80.2478	95.007	34.3487	21.0234	80.5825	62.0267	60.6615	38.5386	65.0434	90.1927	48.5417	50.3318	29.092	39.2857	81.9993	53.6644	83.2357	70.1949	78.5941	92.3266	58.4643	59.1042	67.8511	88.5399	56.1053	50.328	0.0	69.1293	0.0	0.0	0.0	0.0	0.0	68.7953	105.4756	94.7156	94.4029	94.9449	101.5137
sub-0201	21.8387	38.4264	84.7372	56.8083	84.1091	68.206	72.9643	92.8269	36.8278	24.5582	82.3427	58.863	57.1001	39.4162	62.0732	87.4377	50.0	46.3519	24.1264	35.7954	84.9288	55.183	81.606	67.3271	71.9295	91.0536	57.5525	56.3582	62.9	86.294	41.0	47.8778	0.0	67.8796	0.0	0.0	0.0	0.0	0.0	70.1544	99.3084	91.8642	94.0499	98.4544	99.9342
sub-0202	22.3023	35.7082	85.0009	57.1607	82.1884	68.9368	74.1959	90.8075	29.1544	20.361	83.4309	59.7664	58.3543	40.3154	64.7713	87.3188	48.6562	48.0987	22.0583	29.4046	85.2709	55.3014	80.4772	68.3819	72.6636	90.1103	57.6098	57.5061	66.5282	86.799	43.9091	48.3148	0.0	65.5285	0.0	0.0	0.0	0.0	0.0	69.5533	97.2257	89.3776	92.6492	97.372	101.7889
sub-0203	21.663	37.2619	85.2884	56.8045	82.9492	71.578	78.5978	94.4702	32.508	17.6727	82.3628	58.7622	55.244	34.1549	64.2017	85.6974	53.1905	47.0843	20.0091	33.1993	84.8566	55.0991	81.9708	69.1132	76.6258	92.3972	56.6528	55.4139	63.9625	86.6622	50.5	47.9776	0.0	68.8122	0.0	0.0	0.0	0.0	0.0	66.2358	104.7272	89.4403	94.9814	100.2694	103.0721
sub-0204	18.5849	38.4151	84.916	55.9821	84.5669	71.5314	77.6652	97.2161	30.9703	23.529	82.7279	57.8411	58.5156	34.2443	65.5113	88.4409	54.9286	44.5451	19.2026	35.6057	83.7034	52.5537	84.5522	72.2396	75.4887	95.2687	57.3996	58.9433	64.7676	87.7238	53.7083	47.3377	0.0	68.8516	0.0	0.0	0.0	0.0	0.0	70.5776	100.5615	89.423	98.8759	98.6459	100.5572
sub-0205	25.6268	36.1595	84.0267	55.7532	84.2325	71.3275	75.9519	94.7736	36.2463	24.7458	82.3133	56.4184	57.2239	34.6006	65.041	87.0171	52.95	47.0594	26.5414	29.4578	83.5664	53.7442	82.9376	71.9172	75.1954	95.0285	56.1888	57.2313	67.3648	87.9912	52.6	53.2714	0.0	68.1474	0.0	0.0	0.0	0.0	0.0	72.9836	106.7011	98.5495	97.3083	100.0085	109.6852
sub-0206	20.1072	37.9453	85.7695	57.876	85.2618	70.9893	78.6397	96.8652	30.2366	24.363	83.2461	61.101	60.3693	28.0782	64.4525	89.1645	50.3846	53.1113	20.465	32.3304	86.661	57.1108	84.6093	69.4603	76.8732	94.3454	58.7639	57.8029	67.4978	87.8897	55.8182	50.7906	0.0	68.9833	0.0	0.0	0.0	0.0	0.0	71.9286	103.001	97.0782	100.1807	102.4479	104.0703
sub-0207	22.4822	38.1003	82.8108	56.3785	85.4364	73.1181	80.9333	98.6395	41.2471	22.0064	82.1339	60.3196	60.4063	38.0087	69.094	88.8758	53.5181	51.5875	24.3831	40.446	83.5424	55.7284	85.6034	73.7728	79.7294	97.2368	59.7073	61.0159	70.6477	88.0948	47.2647	50.3195	0.0	67.2884	0.0	0.0	0.0	0.0	0.0	80.6129	100.6036	91.157	96.5602	98.1801	101.9705
sub-0208	26.7405	36.7722	83.8975	56.6104	81.6477	70.0222	76.7915	93.2542	33.9834	21.3528	81.1775	59.5632	57.4686	39.525	64.4532	85.5756	56.1364	51.3962	27.6381	32.5152	84.9854	55.4868	81.2775	68.9013	75.7728	92.8388	59.3761	57.6052	66.9213	85.4885	54.0833	48.2818	0.0	65.2075	0.0	0.0	0.0	0.0	0.0	75.2455	103.1336	89.2917	95.2351	99.425	100.8855
sub-0209	26.9803	43.2778	85.3901	56.5772	81.7273	70.2306	75.9912	94.4043	33.0643	22.1208	83.1294	60.2053	58.4024	33.0255	65.0396	88.4628	49.1628	53.6593	26.9392	32.7593	85.1391	54.9918	81.8073	70.9652	75.6415	92.9913	58.9724	59.2205	66.481	87.7147	38.5294	50.8774	0.0	65.1336	0.0	0.0	0.0	0.0	0.0	73.2193	104.2124	95.2539	95.1022	96.6067	104.4158
sub-0210	23.7301	42.5022	86.3956	56.8018	84.3313	70.9666	77.5399	93.7757	31.2752	24.0488	84.5774	60.1179	57.7406	37.0997	66.112	88.341	55.8	49.0221	24.5538	27.7483	86.5085	56.3105	83.7916	70.9111	77.6414	94.1169	58.3184	56.4335	68.4013	90.2017	51.95	48.5463	0.0	68.1188	0.0	0.0	0.0	0.0	0.0	75.6629	104.4149	93.0092	96.0492	100.2216	102.4887
sub-0211	19.323	31.8385	86.5158	56.6305	80.0556	65.1528	73.3378	91.0429	31.0263	19.0866	82.2202	55.4401	55.5777	33.716	61.1754	85.8908	46.1429	50.2697	19.7388	22.4518	86.5857	54.6936	79.5697	65.0797	72.8795	90.7273	55.3224	54.5205	61.9307	86.3454	47.3	47.4803	0.0	66.7804	0.0	0.0	0.0	0.0	0.0	71.7677	102.0853	94.5646	96.4596	99.9703	102.4388
sub-0212	26.1277	36.727	85.143	55.4733	83.974	72.0584	76.7647	95.855	33.0169	20.8904	84.5233	58.1214	55.6188	36.8461	65.2771	88.0609	53.7222	50.848	26.9152	29.4909	84.402	53.2705	83.5847	73.5523	76.2427	96.0807	56.7677	57.0905	68.4749	88.1848	53.6327	49.2177	0.0	70.0942	0.0	0.0	0.0	0.0	0.0	67.2467	105.131	93.9807	95.3338	99.7124	103.6049
sub-0213	19.8427	35.4759	84.7338	57.1715	82.4935	68.7899	76.2518	93.1437	30.3909	21.8139	83.0444	59.5959	58.098	39.1084	64.1085	86.4099	55.1852	49.669	20.6701	32.6679	84.0078	54.8222	81.3009	68.2579	74.9337	91.0618	58.5087	57.5478	65.0945	86.1487	46.2778	49.6609	0.0	66.6196	0.0	0.0	0.0	0.0	0.0	67.1136	96.4404	91.2896	94.2252	96.6494	99.199
sub-0214	29.0637	42.1479	83.5574	55.9618	81.8129	68.9031	77.6139	94.0676	37.3602	20.4487	80.4124	59.6675	55.6499	36.4646	64.8762	85.8159	52.4231	53.1871	29.0562	34.6006	82.3267	54.0558	81.5596	68.6495	78.3646	94.563	58.7985	57.3022	67.5849	86.1697	50.35	50.5934	0.0	68.2868	0.0	0.0	0.0	0.0	0.0	66.2951	102.3054	92.3473	92.0641	94.8857	107.4169
sub-0215	23.8119	38.7345	84.2667	55.9406	78.9589	69.3439	75.012	93.8348	34.0225	24.5109	83.5986	58.7097	58.1671	36.1135	63.8816	86.6799	55.0227	51.772	22.0908	36.2316	82.9473	54.1905	79.8171	68.2844	74.0873	92.263	57.3615	57.966	64.4	85.6917	54.3077	49.5815	0.0	65.6264	0.0	0.0	0.0	0.0	0.0	64.5	99.4698	84.9711	87.1678	89.645	96.5632
sub-0216	24.4754	43.6193	83.9937	55.9463	84.1378	71.3983	77.9787	94.5357	37.7352	22.6897	82.4743	60.1764	56.2476	35.147	69.0489	88.7494	49.1746	47.7061	26.2915	29.2247	83.1401	53.6891	84.9598	73.0513	79.0132	96.2082	58.2873	57.4609	71.7419	88.9143	48.5778	49.4322	0.0	66.5	0.0	0.0	0.0	0.0	0.0	70.8036	102.3931	93.4362	91.9509	100.5639	102.9135
